epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
56,0.7070578336715698,1.5737239122390747,0.8199302554130554,1.141561508178711
57,0.7130810618400574,1.5498032569885254,0.8199302554130554,1.1421078443527222
58,0.7086521983146667,1.5690171718597412,0.8144351840019226,1.1504172086715698
59,0.7113803625106812,1.5588784217834473,0.8216210603713989,1.1533619165420532
60,0.715313196182251,1.5408623218536377,0.8237345218658447,1.1396818161010742
61,0.7114512324333191,1.5432132482528687,0.8259537220001221,1.1303443908691406
62,0.7131873369216919,1.549977421760559,0.8229948282241821,1.1365087032318115
63,0.7155258059501648,1.5326119661331177,0.8218324184417725,1.1368776559829712
64,0.7157738208770752,1.538935899734497,0.8290182948112488,1.1331120729446411
65,0.718466579914093,1.520335078239441,0.8200359344482422,1.1406439542770386
66,0.7118409872055054,1.5482088327407837,0.8225721120834351,1.1407411098480225
67,0.71875,1.5249691009521484,0.8209869861602783,1.14488685131073
68,0.7180768251419067,1.52364182472229,0.8273274898529053,1.1170011758804321
69,0.7250567078590393,1.507362723350525,0.8244742751121521,1.131888747215271
70,0.7178288102149963,1.525850772857666,0.8243685960769653,1.1305851936340332
71,0.7173327803611755,1.5302858352661133,0.820141613483429,1.1346970796585083
72,0.7219033241271973,1.5151652097702026,0.8265877366065979,1.129676103591919
73,0.7251983880996704,1.50264310836792,0.8269047737121582,1.11627197265625
74,0.7222222089767456,1.5168954133987427,0.8252139687538147,1.118407130241394
75,0.7313279509544373,1.4931889772415161,0.8267990946769714,1.1246615648269653
76,0.7230371236801147,1.5061360597610474,0.8275388479232788,1.1183383464813232
77,0.7275368571281433,1.4977476596832275,0.8271161317825317,1.1162079572677612
78,0.7270762324333191,1.4911895990371704,0.8256366848945618,1.1166778802871704
79,0.7270408272743225,1.489760398864746,0.8279615640640259,1.117855191230774
80,0.7294855713844299,1.482500433921814,0.8279615640640259,1.109350562095642
81,0.72817462682724,1.4841960668563843,0.8261650800704956,1.1177828311920166
82,0.7298752665519714,1.4870734214782715,0.8272218108177185,1.1114845275878906
83,0.7290249466896057,1.4801315069198608,0.8260594010353088,1.113365888595581
84,0.7371031641960144,1.4644079208374023,0.8272218108177185,1.1169766187667847
85,0.7335955500602722,1.4628826379776,0.830920398235321,1.1000319719314575
86,0.7339852452278137,1.4754961729049683,0.8280671834945679,1.1106173992156982
87,0.7343395948410034,1.4706801176071167,0.8279615640640259,1.1111968755722046
88,0.7352253198623657,1.478432297706604,0.8314487934112549,1.093278169631958
89,0.7379180788993835,1.4630622863769531,0.830814778804779,1.1023834943771362
90,0.7382723689079285,1.4533978700637817,0.8267990946769714,1.120639681816101
91,0.7391581535339355,1.4562922716140747,0.8287012577056885,1.1156383752822876
92,0.7387329936027527,1.4518768787384033,0.828912615776062,1.107436180114746
93,0.7348710298538208,1.458140254020691,0.828912615776062,1.1125197410583496
94,0.7426658272743225,1.440419316291809,0.8333509564399719,1.1022313833236694
95,0.7393707633018494,1.4485723972320557,0.8275388479232788,1.1180933713912964
96,0.7439059019088745,1.4318374395370483,0.8260594010353088,1.1072955131530762
97,0.7387329936027527,1.4527796506881714,0.827433168888092,1.105509638786316
98,0.741532027721405,1.4457279443740845,0.830392062664032,1.1047284603118896
99,0.7462443113327026,1.4291846752166748,0.8295466303825378,1.1056843996047974
100,0.7497519850730896,1.4202097654342651,0.8314487934112549,1.0914835929870605
101,0.7461734414100647,1.4243255853652954,0.8306034207344055,1.0987640619277954
102,0.7458191514015198,1.4308373928070068,0.8300750255584717,1.0988872051239014
103,0.7458900213241577,1.4263834953308105,0.8307090997695923,1.102091670036316
104,0.750956654548645,1.4120936393737793,0.8335623145103455,1.0899280309677124
105,0.7515589594841003,1.408958077430725,0.8341963291168213,1.0901535749435425
106,0.7507440447807312,1.411041498184204,0.8321885466575623,1.0934319496154785
107,0.7492205500602722,1.4085077047348022,0.8329282402992249,1.0905417203903198
108,0.7504960298538208,1.4080742597579956,0.833879292011261,1.0986707210540771
109,0.7504606246948242,1.4108458757400513,0.831871509552002,1.092228889465332
110,0.7530116438865662,1.4094445705413818,0.8314487934112549,1.1007506847381592
111,0.7554563283920288,1.3878496885299683,0.8334566354751587,1.0980219841003418
112,0.752196729183197,1.3982188701629639,0.8277502059936523,1.102468729019165
113,0.7544288635253906,1.4022555351257324,0.8295466303825378,1.1029460430145264
114,0.7617276310920715,1.3823281526565552,0.8310260772705078,1.0996145009994507
115,0.75942462682724,1.377697467803955,0.8297579884529114,1.0960551500320435
116,0.7611252665519714,1.3691589832305908,0.8333509564399719,1.0961135625839233
117,0.7630739808082581,1.3721987009048462,0.8333509564399719,1.0952928066253662
118,0.7625070810317993,1.3667888641357422,0.8364155292510986,1.0926827192306519
119,0.7674319744110107,1.3592828512191772,0.8350417613983154,1.088149070739746
120,0.7610543966293335,1.373030662536621,0.8313431143760681,1.0993008613586426
121,0.7676091194152832,1.354512095451355,0.8343020081520081,1.0830212831497192
122,0.765341579914093,1.3594872951507568,0.8358871340751648,1.082455039024353
123,0.7635346055030823,1.3607332706451416,0.8341963291168213,1.0811529159545898
124,0.7676799893379211,1.3566044569015503,0.8363098502159119,1.084312081336975
125,0.7644912004470825,1.3521722555160522,0.8331395983695984,1.0918513536453247
126,0.7677153944969177,1.3561289310455322,0.8356757760047913,1.0895038843154907
127,0.7684240341186523,1.3493201732635498,0.8355700969696045,1.0822322368621826
128,0.773065447807312,1.33454430103302,0.8314487934112549,1.0946645736694336
129,0.7754393219947815,1.3307251930236816,0.8394801020622253,1.072231650352478
130,0.7735260725021362,1.3401353359222412,0.8369438648223877,1.0792959928512573
131,0.778982400894165,1.3164948225021362,0.8317658305168152,1.090125322341919
132,0.7735260725021362,1.3326212167739868,0.8363098502159119,1.0860141515731812
133,0.7777069211006165,1.3149334192276,0.8347247242927551,1.0885517597198486
134,0.7747307419776917,1.3340743780136108,0.8325055241584778,1.0821480751037598
135,0.7762542366981506,1.3231948614120483,0.8339849710464478,1.0868268013000488
136,0.7791950106620789,1.3051097393035889,0.8299693465232849,1.094326138496399
137,0.7769628763198853,1.3148725032806396,0.8349360823631287,1.0842632055282593
138,0.7821357846260071,1.2976421117782593,0.8374722599983215,1.0860527753829956
139,0.7814271450042725,1.3019200563430786,0.8325055241584778,1.0876121520996094
140,0.78125,1.3039793968200684,0.8306034207344055,1.0845025777816772
141,0.7819940447807312,1.2997854948043823,0.8328225612640381,1.0894439220428467
142,0.7821711897850037,1.3030284643173218,0.830392062664032,1.0927015542984009
143,0.7841199040412903,1.291133165359497,0.8311317563056946,1.087380051612854
144,0.784757673740387,1.2929645776748657,0.8349360823631287,1.0781748294830322
145,0.7865291833877563,1.2870495319366455,0.8340906500816345,1.0851707458496094
146,0.7895762324333191,1.2819857597351074,0.833773672580719,1.079991340637207
147,0.7832695841789246,1.292330265045166,0.8354644179344177,1.0722990036010742
148,0.7870960831642151,1.2845021486282349,0.8350417613983154,1.0774236917495728
149,0.7892573475837708,1.2799670696258545,0.8390573859214783,1.0838381052017212
150,0.7897888422012329,1.2672380208969116,0.8365212082862854,1.0727170705795288
151,0.7940050959587097,1.2645763158798218,0.837260901927948,1.0680530071258545
152,0.7901077270507812,1.271089792251587,0.8348304033279419,1.0734024047851562
153,0.795634925365448,1.2533855438232422,0.8370495438575745,1.072483777999878
154,0.7983985543251038,1.25325608253479,0.8350417613983154,1.0688005685806274
155,0.7977253198623657,1.2478654384613037,0.8346190452575684,1.069777488708496
156,0.7961309552192688,1.2548964023590088,0.8369438648223877,1.0713224411010742
157,0.7943239808082581,1.25864839553833,0.8376836180686951,1.0676504373550415
158,0.7988591194152832,1.2448556423187256,0.8374722599983215,1.0747462511062622
159,0.8020479083061218,1.2296185493469238,0.8390573859214783,1.0678412914276123
160,0.7982922196388245,1.2516847848892212,0.8399027585983276,1.0673325061798096
161,0.799071729183197,1.239282250404358,0.8382120132446289,1.06693434715271
162,0.7967332601547241,1.2466144561767578,0.8383176326751709,1.0692583322525024
163,0.7992488741874695,1.236353874206543,0.838740348815918,1.0732356309890747
164,0.803748607635498,1.2268118858337402,0.8374722599983215,1.0739398002624512
165,0.8058744072914124,1.2186402082443237,0.8381063342094421,1.0675774812698364
166,0.8085317611694336,1.213714361190796,0.8369438648223877,1.0786582231521606
167,0.8058390021324158,1.2158598899841309,0.8401141166687012,1.0649436712265015
168,0.8059452772140503,1.2137579917907715,0.8358871340751648,1.0747146606445312
169,0.8084608912467957,1.2132242918014526,0.8378949761390686,1.0674800872802734
170,0.8105867505073547,1.203012228012085,0.8402197957038879,1.0625073909759521
171,0.8074333667755127,1.2127283811569214,0.8395857810974121,1.0617493391036987
172,0.8104450106620789,1.202012538909912,0.8396914005279541,1.0594538450241089
173,0.8166099786758423,1.1789687871932983,0.8390573859214783,1.0725964307785034
174,0.8110827803611755,1.203787088394165,0.8360984921455383,1.0702793598175049
175,0.8114016652107239,1.2035988569259644,0.840642511844635,1.0636082887649536
176,0.8163265585899353,1.1803029775619507,0.8355700969696045,1.06960129737854
177,0.8108701705932617,1.198033094406128,0.8370495438575745,1.0663855075836182
178,0.8138109445571899,1.1872599124908447,0.8358871340751648,1.0684020519256592
179,0.8160785436630249,1.1869044303894043,0.8384233117103577,1.058239459991455
180,0.8138463497161865,1.1879935264587402,0.8373665809631348,1.0598485469818115
181,0.8157950639724731,1.1800097227096558,0.835781455039978,1.0706050395965576
182,0.8172122836112976,1.1794084310531616,0.8384233117103577,1.0640708208084106
183,0.8166808485984802,1.1832648515701294,0.8369438648223877,1.067700743675232
184,0.8190192580223083,1.1756318807601929,0.8386346697807312,1.0638742446899414
185,0.8247236609458923,1.1607332229614258,0.8382120132446289,1.0619522333145142
186,0.8238024115562439,1.1592633724212646,0.8411708474159241,1.0573811531066895
187,0.821251392364502,1.1706169843673706,0.8377892971038818,1.068054437637329
188,0.8223497867584229,1.1644530296325684,0.8373665809631348,1.0646538734436035
189,0.8241921663284302,1.1549856662750244,0.8359928131103516,1.0721125602722168
190,0.8283376097679138,1.1491667032241821,0.8386346697807312,1.0673178434371948
191,0.8258219957351685,1.15044105052948,0.8368381857872009,1.0708445310592651
192,0.8285147547721863,1.1390572786331177,0.8378949761390686,1.0672065019607544
193,0.8260346055030823,1.1504814624786377,0.8375779390335083,1.0694323778152466
194,0.8269557952880859,1.1477417945861816,0.8374722599983215,1.06883704662323
195,0.830392599105835,1.1356985569000244,0.8407481908798218,1.0577126741409302
196,0.8289399147033691,1.1333173513412476,0.8404311537742615,1.064118504524231
197,0.8283021450042725,1.1401268243789673,0.8412765264511108,1.0602861642837524
198,0.8347859978675842,1.1308003664016724,0.8382120132446289,1.0686233043670654
199,0.8312074542045593,1.1292455196380615,0.8383176326751709,1.0626481771469116
200,0.8324829936027527,1.1291024684906006,0.8395857810974121,1.0625605583190918
201,0.8304280042648315,1.1389580965042114,0.8405368328094482,1.0656216144561768
202,0.8327664136886597,1.1255395412445068,0.8405368328094482,1.0670418739318848
203,0.8347505927085876,1.1202356815338135,0.8420162796974182,1.0599734783172607
204,0.8372307419776917,1.1120593547821045,0.8392687439918518,1.0648810863494873
205,0.8359906673431396,1.1178133487701416,0.8424389958381653,1.056384563446045
206,0.8368055820465088,1.1084214448928833,0.8434957265853882,1.05718994140625
207,0.83754962682724,1.1092168092727661,0.842121958732605,1.063081979751587
208,0.8373724222183228,1.1107836961746216,0.8419106006622314,1.0605053901672363
209,0.83754962682724,1.116231083869934,0.8409595489501953,1.0590391159057617
210,0.8341482281684875,1.1203922033309937,0.8401141166687012,1.0586870908737183
211,0.8397462964057922,1.1020662784576416,0.8404311537742615,1.0607383251190186
212,0.8406675457954407,1.1048985719680786,0.8412765264511108,1.0589371919631958
213,0.8405612111091614,1.0979925394058228,0.8397970795631409,1.0626870393753052
214,0.8356009125709534,1.1153944730758667,0.8409595489501953,1.0600327253341675
215,0.8433602452278137,1.0858732461929321,0.840642511844635,1.0617120265960693
216,0.837762176990509,1.1075323820114136,0.8401141166687012,1.0594980716705322
217,0.8439980149269104,1.0916560888290405,0.8428616523742676,1.0563297271728516
218,0.8455569744110107,1.0926666259765625,0.8414878845214844,1.055655598640442
219,0.8443523049354553,1.0851689577102661,0.8386346697807312,1.0580289363861084
220,0.8447420597076416,1.091665267944336,0.8396914005279541,1.0600883960723877
221,0.8458403944969177,1.0857888460159302,0.8407481908798218,1.054083228111267
222,0.8432539701461792,1.090412974357605,0.8400084376335144,1.0578948259353638
223,0.842509925365448,1.0900757312774658,0.8411708474159241,1.0559744834899902
224,0.847541093826294,1.0797359943389893,0.8401141166687012,1.0626158714294434
225,0.8468324542045593,1.0785163640975952,0.8409595489501953,1.062321662902832
226,0.8449546694755554,1.0803258419036865,0.8415935635566711,1.0588362216949463
227,0.8469033241271973,1.0781053304672241,0.8412765264511108,1.0568225383758545
228,0.8494543433189392,1.075977087020874,0.8410652279853821,1.057799220085144
229,0.847541093826294,1.0766109228134155,0.840642511844635,1.0614216327667236
230,0.8447420597076416,1.085124135017395,0.8396914005279541,1.06119704246521
231,0.8436791300773621,1.0874971151351929,0.8408538699150085,1.0593467950820923
232,0.8507652878761292,1.0668991804122925,0.8416992425918579,1.0575591325759888
233,0.8453089594841003,1.0853991508483887,0.8412765264511108,1.0587869882583618
234,0.8464072942733765,1.0802972316741943,0.8415935635566711,1.0615875720977783
235,0.8487457633018494,1.078072428703308,0.8420162796974182,1.059783697128296
236,0.8517219424247742,1.0692583322525024,0.8414878845214844,1.05820631980896
237,0.848710298538208,1.0711679458618164,0.8427559733390808,1.057025671005249
238,0.8458403944969177,1.0819790363311768,0.8412765264511108,1.0571959018707275
239,0.8498795628547668,1.0651612281799316,0.8405368328094482,1.0569138526916504
240,0.8496315479278564,1.0711616277694702,0.8416992425918579,1.0582568645477295
241,0.8462656140327454,1.078530192375183,0.8428616523742676,1.0570470094680786
242,0.8489583134651184,1.0677430629730225,0.8422276377677917,1.0563362836837769
243,0.8455569744110107,1.0832576751708984,0.8412765264511108,1.0574032068252563
244,0.849737823009491,1.0722236633300781,0.8413822054862976,1.0569459199905396
245,0.8483206033706665,1.0770233869552612,0.8418049216270447,1.056394100189209
246,0.8527140021324158,1.067480444908142,0.8419106006622314,1.0567420721054077
247,0.8469387888908386,1.0771116018295288,0.8419106006622314,1.055878758430481
248,0.8501275777816772,1.0700780153274536,0.8423333168029785,1.0569838285446167
249,0.8481079936027527,1.0758143663406372,0.8411708474159241,1.056658387184143
